#{"t_start": 1659809486.244296, "env_id": "Pusher-v1"}
r,l,t
-0.188256,1,9703.473552
-0.103786,1,9717.456633
-0.133415,1,9727.342899
-0.155148,1,9742.899257
-0.104272,1,9755.44328
-0.174059,1,9768.173002
-0.10959,1,9782.934529
-0.085069,1,9793.413012
-0.070423,1,9807.866324
-0.039559,1,9817.395129
-0.13259,1,9830.397371
-0.177631,1,9839.327769
-0.057471,1,9852.799001
-0.083466,1,9858.840865
-0.108359,1,9868.311629
-0.175361,1,9880.707542
-0.08673,1,9890.101735
-0.202394,1,9895.544909
-0.146652,1,9907.754061
-0.078588,1,9919.462519
-0.065068,1,9927.845265
-0.125925,1,9937.724983
-0.182503,1,9948.902144
-0.215084,1,9967.619591
-0.042304,1,9981.267417
-0.140776,1,9991.447521
-0.156701,1,10003.204551
-0.128474,1,10013.499591
-0.175358,1,10027.227817
-0.132885,1,10040.79995
-0.11356,1,10052.79859
-0.17273,1,10062.190679
-0.165839,1,10071.75045
-0.155274,1,10081.203121
-0.236727,1,10090.749144
-0.133231,1,10101.310035
-0.163705,1,10114.015045
-0.12421,1,10124.442708
-0.082251,1,10134.089891
-0.154942,1,10145.805928
-0.115284,1,10160.243701
-0.120211,1,10171.626668
-0.157047,1,10177.682455
-0.134457,1,10186.334674
-0.1596,1,10195.084521
-0.115821,1,10206.15054
-0.086546,1,10217.670122
-0.120351,1,10230.431114
-0.128131,1,10241.187923
-0.118131,1,10252.750469
-0.145137,1,10260.829542
-0.087698,1,10271.22357
-0.216828,1,10282.965691
-0.206057,1,10291.170137
-0.163388,1,10300.581326
-0.124109,1,10311.832402
-0.201527,1,10320.341848
-0.118006,1,10332.731505
-0.171205,1,10341.202255
-0.218468,1,10354.09538
-0.062183,1,10367.393818
-0.106339,1,10378.574533
-0.193711,1,10392.810693
-0.095779,1,10407.993018
-0.066232,1,10418.929101
-0.149498,1,10428.250867
-0.037521,1,10440.880735
-0.110646,1,10450.701861
-0.101981,1,10462.776194
-0.18241,1,10469.063785
-0.131412,1,10478.955431
-0.109461,1,10490.908649
-0.172169,1,10501.376327
-0.16174,1,10510.997618
-0.106853,1,10519.695576
-0.056782,1,10533.461353
-0.140191,1,10544.802903
-0.118208,1,10557.9673
-0.108353,1,10567.267859
-0.120236,1,10576.171773
-0.058578,1,10584.948967
-0.169127,1,10596.733638
-0.132082,1,10607.90138
-0.208445,1,10619.125972
-0.252846,1,10632.708593
-0.13956,1,10647.733784
-0.235177,1,10658.215105
-0.051757,1,10669.350968
-0.162295,1,10678.454
